virus_name,pdb_id,protein
Human immunodeficiency virus 1,1YTG,Polymerase
Human immunodeficiency virus 1,1YTG,Protease
Human immunodeficiency virus 1,1YTH,Polymerase
Human immunodeficiency virus 1,1YTH,Protease
Human immunodeficiency virus 1,1YYL,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,1YYM,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,1Z1H,Protease
Human immunodeficiency virus 1,1Z1R,Protease
Human immunodeficiency virus 1,1Z8C,Protease
Human immunodeficiency virus 1,1ZBG,Protease
Human immunodeficiency virus 1,1ZJ7,Protease
Human immunodeficiency virus 1,1ZLF,Protease
Human immunodeficiency virus 1,1ZP8,Protease
Human immunodeficiency virus 1,1ZPA,Protease
Human immunodeficiency virus 1,1ZPK,Protease
Human immunodeficiency virus 1,1ZSF,Protease
Human immunodeficiency virus 1,1ZSR,Protease
Human immunodeficiency virus 1,1ZTZ,Capsid Protein
Human immunodeficiency virus 1,1ZTZ,Protease
Human immunodeficiency virus 1,2A1E,Capsid Protein
Human immunodeficiency virus 1,2A1E,Protease
Human immunodeficiency virus 1,2A4F,Protease
Human immunodeficiency virus 1,2AID,Protease
Human immunodeficiency virus 1,2AOC,Protease
Human immunodeficiency virus 1,2AOD,Protease
Human immunodeficiency virus 1,2AOE,Protease
Human immunodeficiency virus 1,2AOF,Protease
Human immunodeficiency virus 1,2AOG,Protease
Human immunodeficiency virus 1,2AOH,Protease
Human immunodeficiency virus 1,2AOI,Protease
Human immunodeficiency virus 1,2AOJ,Protease
Human immunodeficiency virus 1,2AQU,Protease
Human immunodeficiency virus 1,2ARI,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2AVM,Capsid Protein
Human immunodeficiency virus 1,2AVM,Protease
Human immunodeficiency virus 1,2AVO,Capsid Protein
Human immunodeficiency virus 1,2AVO,Protease
Human immunodeficiency virus 1,2AVQ,Capsid Protein
Human immunodeficiency virus 1,2AVQ,Protease
Human immunodeficiency virus 1,2AVS,Capsid Protein
Human immunodeficiency virus 1,2AVS,Protease
Human immunodeficiency virus 1,2AVV,Capsid Protein
Human immunodeficiency virus 1,2AVV,Protease
Human immunodeficiency virus 1,2AZ8,Protease
Human immunodeficiency virus 1,2AZ9,Protease
Human immunodeficiency virus 1,2AZB,Protease
Human immunodeficiency virus 1,2AZC,Protease
Human immunodeficiency virus 1,2B0S,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2B1A,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2B4C,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2B4J,Integrase
Human immunodeficiency virus 1,2B5J,Polymerase
Human immunodeficiency virus 1,2B5J,Reverse Transcriptase
Human immunodeficiency virus 1,2B60,Capsid Protein
Human immunodeficiency virus 1,2B60,Protease
Human immunodeficiency virus 1,2B6A,Reverse Transcriptase
Human immunodeficiency virus 1,2B7Z,Protease
Human immunodeficiency virus 1,2BAN,Polymerase
Human immunodeficiency virus 1,2BAN,Reverse Transcriptase
Human immunodeficiency virus 1,2BB9,Capsid Protein
Human immunodeficiency virus 1,2BB9,Protease
Human immunodeficiency virus 1,2BBB,Capsid Protein
Human immunodeficiency virus 1,2BBB,Protease
Human immunodeficiency virus 1,2BE2,Polymerase
Human immunodeficiency virus 1,2BE2,Reverse Transcriptase
Human immunodeficiency virus 1,2BGN,Accessory Proteins
Human immunodeficiency virus 1,2BGN,Protease
Human immunodeficiency virus 1,2BGR,Accessory Proteins
Human immunodeficiency virus 1,2BPV,Protease
Human immunodeficiency virus 1,2BPW,Protease
Human immunodeficiency virus 1,2BPX,Protease
Human immunodeficiency virus 1,2BPY,Protease
Human immunodeficiency virus 1,2BPZ,Protease
Human immunodeficiency virus 1,2BQV,Protease
Human immunodeficiency virus 1,2BUO,Capsid Protein
Human immunodeficiency virus 1,2BVO,Capsid Protein
Human immunodeficiency virus 1,2BVO,Nucleoprotein
Human immunodeficiency virus 1,2BVO,Nucleocapsid Protein
Human immunodeficiency virus 1,2BVO,Reverse Transcriptase
Human immunodeficiency virus 1,2C55,Capsid Protein
Human immunodeficiency virus 1,2C55,Nucleoprotein
Human immunodeficiency virus 1,2C7U,Capsid Protein
Human immunodeficiency virus 1,2C7U,Nucleoprotein
Human immunodeficiency virus 1,2C7U,Nucleocapsid Protein
Human immunodeficiency virus 1,2C7U,Reverse Transcriptase
Human immunodeficiency virus 1,2CEJ,Protease
Human immunodeficiency virus 1,2CEM,Protease
Human immunodeficiency virus 1,2CEN,Protease
Human immunodeficiency virus 1,2CMR,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2ESX,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2ESZ,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2EXF,Capsid Protein
Human immunodeficiency virus 1,2EXF,Nucleocapsid Protein
Human immunodeficiency virus 1,2F3K,Protease
Human immunodeficiency virus 1,2F5B,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2F80,Protease
Human immunodeficiency virus 1,2F81,Protease
Human immunodeficiency virus 1,2F8G,Protease
Human immunodeficiency virus 1,2FDD,Capsid Protein
Human immunodeficiency virus 1,2FDD,Protease
Human immunodeficiency virus 1,2FDE,Capsid Protein
Human immunodeficiency virus 1,2FDE,Protease
Human immunodeficiency virus 1,2FGU,Capsid Protein
Human immunodeficiency virus 1,2FGU,Protease
Human immunodeficiency virus 1,2FGV,Capsid Protein
Human immunodeficiency virus 1,2FGV,Protease
Human immunodeficiency virus 1,2FLE,Protease
Human immunodeficiency virus 1,2FNS,Capsid Protein
Human immunodeficiency virus 1,2FNS,Nucleocapsid Protein
Human immunodeficiency virus 1,2FNS,Protease
Human immunodeficiency virus 1,2FNT,Capsid Protein
Human immunodeficiency virus 1,2FNT,Nucleocapsid Protein
Human immunodeficiency virus 1,2FNT,Protease
Human immunodeficiency virus 1,2FX7,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2FX8,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2FX9,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2FXD,Protease
Human immunodeficiency virus 1,2FXE,Protease
Human immunodeficiency virus 1,2G69,Protease
Human immunodeficiency virus 1,2GOF,Accessory Proteins
Human immunodeficiency virus 1,2GOH,Accessory Proteins
Human immunodeficiency virus 1,2GOL,Capsid Protein
Human immunodeficiency virus 1,2GOL,Matrix Protein
Human immunodeficiency virus 1,2GON,Capsid Protein
Human immunodeficiency virus 1,2H3F,Capsid Protein
Human immunodeficiency virus 1,2H3I,Capsid Protein
Human immunodeficiency virus 1,2H3I,Matrix Protein
Human immunodeficiency virus 1,2H3Q,Capsid Protein
Human immunodeficiency virus 1,2H3Q,Matrix Protein
Human immunodeficiency virus 1,2H3V,Capsid Protein
Human immunodeficiency virus 1,2H3V,Matrix Protein
Human immunodeficiency virus 1,2H3Z,Capsid Protein
Human immunodeficiency virus 1,2H3Z,Matrix Protein
Human immunodeficiency virus 1,2HB2,Protease
Human immunodeficiency virus 1,2HB3,Capsid Protein
Human immunodeficiency virus 1,2HB3,Protease
Human immunodeficiency virus 1,2HB4,Capsid Protein
Human immunodeficiency virus 1,2HB4,Protease
Human immunodeficiency virus 1,2HC0,Capsid Protein
Human immunodeficiency virus 1,2HC0,Protease
Human immunodeficiency virus 1,2HJK,Capsid Protein
Human immunodeficiency virus 1,2HJL,Capsid Protein
Human immunodeficiency virus 1,2HMI,Polymerase
Human immunodeficiency virus 1,2HMI,Reverse Transcriptase
Human immunodeficiency virus 1,2HMX,Matrix Protein
Human immunodeficiency virus 1,2HND,Reverse Transcriptase
Human immunodeficiency virus 1,2HNY,Reverse Transcriptase
Human immunodeficiency virus 1,2HNZ,Capsid Protein
Human immunodeficiency virus 1,2HNZ,Reverse Transcriptase
Human immunodeficiency virus 1,2HS1,Capsid Protein
Human immunodeficiency virus 1,2HS1,Protease
Human immunodeficiency virus 1,2HS2,Capsid Protein
Human immunodeficiency virus 1,2HS2,Protease
Human immunodeficiency virus 1,2HVP,Protease
Human immunodeficiency virus 1,2I0A,Capsid Protein
Human immunodeficiency virus 1,2I0A,Protease
Human immunodeficiency virus 1,2I0D,Protease
Human immunodeficiency virus 1,2I4D,Capsid Protein
Human immunodeficiency virus 1,2I4D,Protease
Human immunodeficiency virus 1,2I4U,Capsid Protein
Human immunodeficiency virus 1,2I4U,Protease
Human immunodeficiency virus 1,2I4V,Capsid Protein
Human immunodeficiency virus 1,2I4V,Protease
Human immunodeficiency virus 1,2I4W,Capsid Protein
Human immunodeficiency virus 1,2I4W,Protease
Human immunodeficiency virus 1,2I4X,Capsid Protein
Human immunodeficiency virus 1,2I4X,Protease
Human immunodeficiency virus 1,2I5J,Capsid Protein
Human immunodeficiency virus 1,2I5J,Polymerase
Human immunodeficiency virus 1,2I5J,RNAse H
Human immunodeficiency virus 1,2I5J,Reverse Transcriptase
Human immunodeficiency virus 1,2I60,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2IAJ,Reverse Transcriptase
Human immunodeficiency virus 1,2IC3,Reverse Transcriptase
Human immunodeficiency virus 1,2IDW,Capsid Protein
Human immunodeficiency virus 1,2IDW,Protease
Human immunodeficiency virus 1,2IEN,Capsid Protein
Human immunodeficiency virus 1,2IEN,Protease
Human immunodeficiency virus 1,2IEO,Capsid Protein
Human immunodeficiency virus 1,2IEO,Protease
Human immunodeficiency virus 1,2ITG,Integrase
Human immunodeficiency virus 1,2J9J,Polymerase
Human immunodeficiency virus 1,2J9J,Protease
Human immunodeficiency virus 1,2J9K,Protease
Human immunodeficiency virus 1,2JE4,Protease
Human immunodeficiency virus 1,2JLE,Protease
Human immunodeficiency virus 1,2JLE,Nucleoprotein
Human immunodeficiency virus 1,2JLE,Polymerase
Human immunodeficiency virus 1,2JLE,Capsid Protein
Human immunodeficiency virus 1,2JLE,Reverse Transcriptase
Human immunodeficiency virus 1,2JMG,Capsid Protein
Human immunodeficiency virus 1,2JMG,Matrix Protein
Human immunodeficiency virus 1,2JO0,Capsid Protein
Human immunodeficiency virus 1,2JPR,Capsid Protein
Human immunodeficiency virus 1,2JPX,Accessory Proteins
Human immunodeficiency virus 1,2JYG,Capsid Protein
Human immunodeficiency virus 1,2JYG,Nucleoprotein
Human immunodeficiency virus 1,2JYG,Polymerase
Human immunodeficiency virus 1,2JYG,Protease
Human immunodeficiency virus 1,2JYL,Capsid Protein
Human immunodeficiency virus 1,2JYL,Nucleoprotein
Human immunodeficiency virus 1,2JYL,Polymerase
Human immunodeficiency virus 1,2JYL,Protease
Human immunodeficiency virus 1,2JZW,Capsid Protein
Human immunodeficiency virus 1,2JZW,Nucleocapsid Protein
Human immunodeficiency virus 1,2K7Y,Accessory Proteins
Human immunodeficiency virus 1,2KOD,Capsid Protein
Human immunodeficiency virus 1,2L44,Capsid Protein
Human immunodeficiency virus 1,2L44,Nucleocapsid Protein
Human immunodeficiency virus 1,2L45,Capsid Protein
Human immunodeficiency virus 1,2L45,Nucleocapsid Protein
Human immunodeficiency virus 1,2L46,Capsid Protein
Human immunodeficiency virus 1,2L46,Nucleocapsid Protein
Human immunodeficiency virus 1,2L4L,Capsid Protein
Human immunodeficiency virus 1,2L4L,Nucleocapsid Protein
Human immunodeficiency virus 1,2L6E,Capsid Protein
Human immunodeficiency virus 1,2LF4,Capsid Protein
Human immunodeficiency virus 1,2LF4,Protease
Human immunodeficiency virus 1,2LP7,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2LYA,Capsid Protein
Human immunodeficiency virus 1,2LYA,Matrix Protein
Human immunodeficiency virus 1,2LYB,Capsid Protein
Human immunodeficiency virus 1,2LYB,Matrix Protein
Human immunodeficiency virus 1,2M3Z,Capsid Protein
Human immunodeficiency virus 1,2M3Z,Nucleocapsid Protein
Human immunodeficiency virus 1,2M7W,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2M8L,Capsid Protein
Human immunodeficiency virus 1,2M8L,Integrase
Human immunodeficiency virus 1,2M8M,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2M8M,Transmembrane Protein
Human immunodeficiency virus 1,2M8N,Capsid Protein
Human immunodeficiency virus 1,2M8O,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2M8O,Transmembrane Protein
Human immunodeficiency virus 1,2M8P,Capsid Protein
Human immunodeficiency virus 1,2MA9,Polymerase
Human immunodeficiency virus 1,2ME1,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2ME2,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2ME3,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2ME4,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2MG1,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2MG1,Transmembrane Protein
Human immunodeficiency virus 1,2MG2,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2MG2,Transmembrane Protein
Human immunodeficiency virus 1,2MG3,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2MGU,Capsid Protein
Human immunodeficiency virus 1,2MGU,Matrix Protein
Human immunodeficiency virus 1,2MK3,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2N28,Accessory Proteins
Human immunodeficiency virus 1,2N29,Accessory Proteins
Human immunodeficiency virus 1,2NCS,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NCT,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NMY,Capsid Protein
Human immunodeficiency virus 1,2NMY,Protease
Human immunodeficiency virus 1,2NMZ,Capsid Protein
Human immunodeficiency virus 1,2NMZ,Protease
Human immunodeficiency virus 1,2NNK,Capsid Protein
Human immunodeficiency virus 1,2NNK,Protease
Human immunodeficiency virus 1,2NNP,Capsid Protein
Human immunodeficiency virus 1,2NNP,Protease
Human immunodeficiency virus 1,2NPH,Protease
Human immunodeficiency virus 1,2NV3,Capsid Protein
Human immunodeficiency virus 1,2NV3,Matrix Protein
Human immunodeficiency virus 1,2NXD,VP Proteins
Human immunodeficiency virus 1,2NXD,Protease
Human immunodeficiency virus 1,2NXL,Protease
Human immunodeficiency virus 1,2NXM,Protease
Human immunodeficiency virus 1,2NXY,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NXZ,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NY0,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NY1,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NY2,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NY3,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NY4,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NY5,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NY6,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2NY7,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2O40,Protease
Human immunodeficiency virus 1,2O4K,Capsid Protein
Human immunodeficiency virus 1,2O4K,Protease
Human immunodeficiency virus 1,2O4L,Capsid Protein
Human immunodeficiency virus 1,2O4L,Protease
Human immunodeficiency virus 1,2O4N,Capsid Protein
Human immunodeficiency virus 1,2O4N,Protease
Human immunodeficiency virus 1,2O4P,Capsid Protein
Human immunodeficiency virus 1,2O4P,Protease
Human immunodeficiency virus 1,2O4S,Capsid Protein
Human immunodeficiency virus 1,2O4S,Protease
Human immunodeficiency virus 1,2ONT,Capsid Protein
Human immunodeficiency virus 1,2OPP,Capsid Protein
Human immunodeficiency virus 1,2OPP,Reverse Transcriptase
Human immunodeficiency virus 1,2OPQ,Capsid Protein
Human immunodeficiency virus 1,2OPQ,Reverse Transcriptase
Human immunodeficiency virus 1,2OPR,Capsid Protein
Human immunodeficiency virus 1,2OPR,Reverse Transcriptase
Human immunodeficiency virus 1,2OPS,Capsid Protein
Human immunodeficiency virus 1,2OPS,Reverse Transcriptase
Human immunodeficiency virus 1,2OT5,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2P3A,Protease
Human immunodeficiency virus 1,2P3B,Capsid Protein
Human immunodeficiency virus 1,2P3B,Protease
Human immunodeficiency virus 1,2P3C,Protease
Human immunodeficiency virus 1,2P3D,Protease
Human immunodeficiency virus 1,2PC0,Protease
Human immunodeficiency virus 1,2PJV,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2PK5,Capsid Protein
Human immunodeficiency virus 1,2PK5,Protease
Human immunodeficiency virus 1,2PK6,Capsid Protein
Human immunodeficiency virus 1,2PK6,Protease
Human immunodeficiency virus 1,2PQZ,Capsid Protein
Human immunodeficiency virus 1,2PQZ,Protease
Human immunodeficiency virus 1,2PSU,Protease
Human immunodeficiency virus 1,2PSV,Protease
Human immunodeficiency virus 1,2PV6,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2PWC,Capsid Protein
Human immunodeficiency virus 1,2PWC,Protease
Human immunodeficiency virus 1,2PWM,Capsid Protein
Human immunodeficiency virus 1,2PWO,Capsid Protein
Human immunodeficiency virus 1,2PWR,Capsid Protein
Human immunodeficiency virus 1,2PWR,Protease
Human immunodeficiency virus 1,2PXR,Capsid Protein
Human immunodeficiency virus 1,2PYM,Capsid Protein
Human immunodeficiency virus 1,2PYM,Protease
Human immunodeficiency virus 1,2PYN,Capsid Protein
Human immunodeficiency virus 1,2PYN,Protease
Human immunodeficiency virus 1,2Q3I,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2Q3I,Fusion Protein
Human immunodeficiency virus 1,2Q3K,Protease
Human immunodeficiency virus 1,2Q54,Protease
Human immunodeficiency virus 1,2Q55,Protease
Human immunodeficiency virus 1,2Q5K,Protease
Human immunodeficiency virus 1,2Q5U,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2Q5U,Fusion Protein
Human immunodeficiency virus 1,2Q63,Capsid Protein
Human immunodeficiency virus 1,2Q63,Protease
Human immunodeficiency virus 1,2Q64,Capsid Protein
Human immunodeficiency virus 1,2Q64,Protease
Human immunodeficiency virus 1,2Q7C,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2Q7C,Fusion Protein
Human immunodeficiency virus 1,2QAD,Envelope Protein/Glycoprotein
Human immunodeficiency virus 1,2QAK,Capsid Protein
Human immunodeficiency virus 1,2QAK,Protease
Human immunodeficiency virus 1,2QCI,Protease
Human immunodeficiency virus 1,2QD6,Protease
Human immunodeficiency virus 1,2QD7,Protease
Human immunodeficiency virus 1,2QD8,Protease
Human immunodeficiency virus 1,2QHC,Capsid Protein
Human immunodeficiency virus 1,2QHC,Protease
Human immunodeficiency virus 1,2QHY,Protease
Human immunodeficiency virus 1,2QHZ,Protease
Human immunodeficiency virus 1,2QI0,Protease
Human immunodeficiency virus 1,2QI1,Protease
Human immunodeficiency virus 1,2QI3,Protease
Human immunodeficiency virus 1,2QI4,Protease
Human immunodeficiency virus 1,2QI5,Protease
Human immunodeficiency virus 1,2QI6,Protease
Human immunodeficiency virus 1,2QI7,Protease
Human immunodeficiency virus 1,2QMP,Polymerase
Human immunodeficiency virus 1,2QMP,Protease
Human immunodeficiency virus 1,2QNN,Capsid Protein
Human immunodeficiency virus 1,2QNN,Nucleoprotein
Human immunodeficiency virus 1,2QNN,Polymerase
Human immunodeficiency virus 1,2QNN,Protease
Human immunodeficiency virus 1,2QNP,Capsid Protein
Human immunodeficiency virus 1,2QNP,Nucleoprotein
